Bidder Group,Profile ID,profit_llm,reserve_price_llm
S.22,B22,42,25
S.22,B22,83,25
S.22,B22,0,0
S.22,B22,64,25
S.22,B22,73,25
S.22,B22,0,0
S.22,B22,0,0
S.22,B22,73,25
S.22,B22,0,0
S.22,B22,73,25
S.22,B22,31,25
S.22,B22,44,25
S.22,B22,44,25
S.22,B22,46,25
S.22,B22,73,25
S.22,B22,83,25
S.22,B22,25,25
S.22,B22,47,25
S.22,B22,73,25
S.22,B22,0,0
S.22,B22,88,25
S.22,B22,46,25
S.22,B22,49,25
S.22,B22,0,0
S.22,B22,80,25
S.22,B22,0,0
S.22,B22,29,25
S.22,B22,0,0
S.22,B22,0,0
S.22,B22,41,25
S.22,B22,44,25
S.22,B22,29,25
S.22,B22,66,25
S.22,B22,31,25
S.22,B22,57,25
S.22,B22,42,25
S.22,B22,25,25
S.22,B22,25,25
S.22,B22,0,0
S.22,B22,0,0
S.22,B22,61,25
S.22,B22,0,25
S.22,B22,70,25
S.22,B22,44,25
S.22,B22,49,25
S.22,B22,36,25
S.22,B22,0,0
S.22,B22,36,25
S.22,B22,46,25
S.22,B22,66,25
S.22,B22,0,0
S.22,B22,25,25
S.22,B22,49,25
S.23,B23,73,25
S.23,B23,42,25
S.23,B23,64,25
S.23,B23,25,25
S.23,B23,0,25
S.23,B23,55,25
S.23,B23,39,25
S.23,B23,44,25
S.23,B23,70,25
S.23,B23,0,0
S.23,B23,25,25
S.23,B23,83,25
S.23,B23,55,25
S.23,B23,25,25
S.23,B23,73,25
S.23,B23,0,0
S.23,B23,80,25
S.23,B23,0,25
S.23,B23,0,0
S.23,B23,0,0
S.23,B23,0,0
S.23,B23,0,0
S.23,B23,83,25
S.23,B23,0,25
S.23,B23,0,0
S.23,B23,0,0
S.23,B23,59,25
S.23,B23,25,25
S.23,B23,0,0
S.23,B23,68,25
S.23,B23,25,25
S.23,B23,0,0
S.23,B23,44,25
S.23,B23,57,25
S.23,B23,64,25
S.23,B23,0,0
S.23,B23,88,25
S.23,B23,94,25
S.23,B23,91,25
S.23,B23,0,25
S.23,B23,0,0
S.23,B23,25,25
S.23,B23,0,25
S.23,B23,94,25
S.23,B23,55,25
S.23,B23,25,25
S.23,B23,61,25
S.23,B23,42,25
S.23,B23,25,25
S.23,B23,55,25
S.23,B23,25,25
S.23,B23,25,25
S.23,B23,80,25
S.23,B23,0,25
S.23,B23,25,25
S.23,B23,47,25
S.23,B23,0,0
S.23,B23,70,25
S.23,B23,0,0
S.23,B23,0,0
S.24,B24,25,25
S.24,B24,39,25
S.24,B24,94,25
S.24,B24,0,0
S.24,B24,0,0
S.24,B24,25,25
S.24,B24,0,0
S.24,B24,26,25
S.24,B24,0,0
S.24,B24,0,0
S.24,B24,25,25
S.24,B24,39,25
S.24,B24,0,0
S.24,B24,0,25
S.24,B24,49,25
S.24,B24,25,25
S.24,B24,0,0
S.24,B24,80,25
S.24,B24,29,25
S.24,B24,46,25
S.24,B24,39,25
S.24,B24,29,25
S.24,B24,42,25
S.24,B24,66,25
S.24,B24,0,25
S.24,B24,70,25
S.24,B24,0,0
S.24,B24,0,0
S.24,B24,83,25
S.24,B24,64,25
S.24,B24,0,25
S.24,B24,0,0
S.24,B24,0,25
S.24,B24,94,25
S.24,B24,33,25
S.24,B24,0,0
S.24,B24,44,25
S.24,B24,31,25
S.24,B24,39,25
S.24,B24,31,25
S.24,B24,0,0
S.24,B24,41,25
S.24,B24,70,25
S.24,B24,0,0
S.24,B24,31,25
S.24,B24,0,0
S.24,B24,0,0
S.24,B24,46,25
S.24,B24,25,25
S.24,B24,94,25
S.24,B24,59,25
S.24,B24,88,25
S.24,B24,94,25
S.24,B24,0,0
S.24,B24,26,25
S.24,B24,0,0
S.24,B24,0,0
S.24,B24,0,0
S.24,B24,70,25
S.24,B24,0,25
S.25,B25,44,25
S.25,B25,57,25
S.25,B25,0,0
S.25,B25,25,25
S.25,B25,25,25
S.25,B25,25,25
S.25,B25,57,25
S.25,B25,0,0
S.25,B25,0,25
S.25,B25,0,0
S.25,B25,0,0
S.25,B25,86,25
S.25,B25,0,0
S.25,B25,51,25
S.25,B25,0,0
S.25,B25,31,25
S.25,B25,0,0
S.25,B25,0,0
S.25,B25,57,25
S.25,B25,59,25
S.25,B25,83,25
S.25,B25,25,25
S.25,B25,0,0
S.25,B25,94,25
S.25,B25,25,25
S.25,B25,0,0
S.25,B25,0,0
S.25,B25,0,25
S.25,B25,0,0
S.25,B25,42,25
S.25,B25,29,25
S.25,B25,25,25
S.25,B25,0,0
S.25,B25,0,0
S.25,B25,70,25
S.25,B25,0,0
S.25,B25,75,25
S.25,B25,0,25
S.25,B25,42,25
S.25,B25,64,25
S.25,B25,64,25
S.25,B25,39,25
S.25,B25,0,0
S.25,B25,91,25
S.25,B25,39,25
S.25,B25,61,25
S.25,B25,66,25
S.25,B25,59,25
S.25,B25,94,25
S.25,B25,57,25
S.25,B25,83,25
S.25,B25,37,25
S.25,B25,83,25
S.25,B25,0,25
S.25,B25,70,25
S.25,B25,33,25
S.25,B25,80,25
S.25,B25,57,25
S.25,B25,0,0
S.25,B25,46,25
S.26,B26,27,25
S.26,B26,42,25
S.26,B26,25,25
S.26,B26,44,25
S.26,B26,0,0
S.26,B26,0,0
S.26,B26,37,25
S.26,B26,61,25
S.26,B26,0,25
S.26,B26,68,25
S.26,B26,0,0
S.26,B26,88,25
S.26,B26,0,25
S.26,B26,0,0
S.26,B26,88,25
S.26,B26,49,25
S.26,B26,0,0
S.26,B26,37,25
S.26,B26,68,25
S.26,B26,0,0
S.26,B26,0,0
S.26,B26,25,25
S.26,B26,47,25
S.26,B26,31,25
S.26,B26,0,0
S.26,B26,0,0
S.26,B26,25,25
S.26,B26,25,25
S.26,B26,25,25
S.26,B26,0,0
S.26,B26,0,0
S.26,B26,83,25
S.26,B26,30,25
S.26,B26,39,25
S.26,B26,42,25
S.26,B26,57,25
S.26,B26,0,0
S.26,B26,0,0
S.26,B26,0,0
S.26,B26,0,0
S.26,B26,94,25
S.26,B26,0,0
S.26,B26,0,25
S.26,B26,0,0
S.26,B26,0,0
S.26,B26,47,25
S.26,B26,25,25
S.26,B26,51,25
S.26,B26,59,25
S.26,B26,0,25
S.26,B26,0,0
S.26,B26,26,25
S.26,B26,68,25
S.26,B26,25,25
S.26,B26,0,0
S.26,B26,25,25
S.26,B26,0,0
S.26,B26,0,0
S.26,B26,0,0
S.26,B26,66,25
S.27,B27,51,25
S.27,B27,83,25
S.27,B27,59,25
S.27,B27,64,25
S.27,B27,25,25
S.27,B27,61,25
S.27,B27,53,25
S.27,B27,66,25
S.27,B27,0,25
S.27,B27,70,25
S.27,B27,83,25
S.27,B27,44,25
S.27,B27,94,25
S.27,B27,66,25
S.27,B27,25,25
S.27,B27,51,25
S.27,B27,0,25
S.27,B27,0,25
S.27,B27,39,25
S.27,B27,83,25
S.27,B27,0,0
S.27,B27,0,25
S.27,B27,0,0
S.27,B27,25,25
S.27,B27,25,25
S.27,B27,29,25
S.27,B27,0,25
S.27,B27,83,25
S.27,B27,0,0
S.27,B27,0,0
S.27,B27,94,25
S.27,B27,31,25
S.27,B27,66,25
S.27,B27,51,25
S.27,B27,30,25
S.27,B27,64,25
S.27,B27,0,25
S.27,B27,44,25
S.27,B27,94,25
S.27,B27,25,25
S.27,B27,66,25
S.27,B27,46,25
S.27,B27,64,25
S.27,B27,46,25
S.27,B27,0,0
S.27,B27,29,25
S.27,B27,31,25
S.27,B27,0,25
S.27,B27,55,25
S.27,B27,25,25
S.27,B27,70,25
S.27,B27,0,25
S.27,B27,42,25
S.27,B27,27,25
S.27,B27,0,0
S.27,B27,44,25
S.27,B27,59,25
S.27,B27,83,25
S.27,B27,70,25
S.27,B27,42,25
S.28,B28,37,25
S.28,B28,80,25
S.28,B28,25,25
S.28,B28,39,25
S.28,B28,55,25
S.28,B28,64,25
S.28,B28,0,25
S.28,B28,0,0
S.28,B28,0,0
S.28,B28,0,0
S.28,B28,0,0
S.28,B28,70,25
S.28,B28,0,0
S.28,B28,83,25
S.28,B28,25,25
S.28,B28,57,25
S.28,B28,46,25
S.28,B28,25,25
S.28,B28,0,25
S.28,B28,66,25
S.28,B28,44,25
S.28,B28,0,25
S.28,B28,57,25
S.28,B28,0,0
S.28,B28,49,25
S.28,B28,0,25
S.28,B28,75,25
S.28,B28,31,25
S.28,B28,33,25
S.28,B28,66,25
S.28,B28,26,25
S.28,B28,29,25
S.28,B28,61,25
S.28,B28,91,25
S.28,B28,33,25
S.28,B28,73,25
S.28,B28,25,25
S.28,B28,0,0
S.28,B28,0,0
S.28,B28,59,25
S.28,B28,41,25
S.28,B28,39,25
S.28,B28,94,25
S.28,B28,0,0
S.28,B28,25,25
S.28,B28,0,0
S.28,B28,70,25
S.28,B28,25,25
S.28,B28,0,0
S.28,B28,0,0
S.28,B28,25,25
S.28,B28,78,25
S.28,B28,44,25
S.28,B28,59,25
S.28,B28,57,25
S.28,B28,0,0
S.28,B28,94,25
S.28,B28,0,0
S.28,B28,25,25
S.28,B28,0,0
S.29,B29,25,25
S.29,B29,94,25
S.29,B29,25,25
S.29,B29,0,0
S.29,B29,0,0
S.29,B29,25,25
S.29,B29,0,0
S.29,B29,46,25
S.29,B29,73,25
S.29,B29,0,25
S.29,B29,61,25
S.29,B29,29,25
S.29,B29,94,25
S.29,B29,46,25
S.29,B29,57,25
S.29,B29,33,25
S.29,B29,0,0
S.29,B29,0,0
S.29,B29,0,0
S.29,B29,0,0
S.29,B29,0,0
S.29,B29,59,25
S.29,B29,30,25
S.29,B29,25,25
S.29,B29,36,25
S.29,B29,0,0
S.29,B29,44,25
S.29,B29,25,25
S.29,B29,0,0
S.29,B29,25,25
S.29,B29,0,0
S.29,B29,0,0
S.29,B29,26,25
S.29,B29,88,25
S.29,B29,25,25
S.29,B29,25,25
S.29,B29,55,25
S.29,B29,42,25
S.29,B29,0,25
S.29,B29,0,25
S.29,B29,0,0
S.29,B29,80,25
S.29,B29,31,25
S.29,B29,0,0
S.29,B29,25,25
S.29,B29,25,25
S.29,B29,37,25
S.29,B29,29,25
S.29,B29,49,25
S.29,B29,36,25
S.29,B29,73,25
S.29,B29,41,25
S.29,B29,0,0
S.29,B29,0,0
S.29,B29,55,25
S.29,B29,0,0
S.29,B29,0,0
S.29,B29,46,25
S.29,B29,75,25
S.29,B29,66,25
S.30,B30,25,25
S.30,B30,0,0
S.30,B30,25,25
S.30,B30,42,25
S.30,B30,25,25
S.30,B30,41,25
S.30,B30,61,25
S.30,B30,64,25
S.30,B30,25,25
S.30,B30,25,25
S.30,B30,0,0
S.30,B30,25,25
S.30,B30,0,0
S.30,B30,0,0
S.30,B30,25,25
S.30,B30,66,25
S.30,B30,61,25
S.30,B30,25,25
S.30,B30,83,25
S.30,B30,25,25
S.30,B30,55,25
S.30,B30,91,25
S.30,B30,0,0
S.30,B30,55,25
S.30,B30,25,25
S.30,B30,94,25
S.30,B30,0,25
S.30,B30,0,0
S.30,B30,46,25
S.30,B30,0,0
S.30,B30,25,25
S.30,B30,0,25
S.30,B30,44,25
S.30,B30,66,25
S.30,B30,57,25
S.30,B30,42,25
S.30,B30,25,25
S.30,B30,41,25
S.30,B30,57,25
S.30,B30,0,25
S.30,B30,75,25
S.30,B30,59,25
S.30,B30,61,25
S.30,B30,29,25
S.30,B30,25,25
S.30,B30,0,25
S.30,B30,25,25
S.30,B30,34,25
S.30,B30,0,0
S.30,B30,0,0
S.30,B30,0,0
S.30,B30,34,25
S.30,B30,29,25
S.30,B30,59,25
S.30,B30,25,25
S.30,B30,30,25
S.30,B30,29,25
S.30,B30,0,0
S.30,B30,49,25
S.30,B30,25,25
S.31,B31,68,25
S.31,B31,0,0
S.31,B31,64,30
S.31,B31,44,25
S.31,B31,47,25
S.31,B31,94,30
S.31,B31,73,30
S.31,B31,30,30
S.31,B31,0,0
S.31,B31,0,30
S.31,B31,51,25
S.31,B31,83,25
S.31,B31,42,25
S.31,B31,30,30
S.31,B31,53,30
S.31,B31,0,0
S.31,B31,0,0
S.31,B31,42,30
S.31,B31,30,30
S.31,B31,64,30
S.31,B31,94,30
S.31,B31,0,0
S.31,B31,57,25
S.31,B31,0,25
S.31,B31,25,25
S.31,B31,57,30
S.31,B31,0,0
S.31,B31,0,30
S.31,B31,30,30
S.31,B31,0,0
S.31,B31,30,30
S.31,B31,25,25
S.31,B31,0,0
S.31,B31,70,25
S.31,B31,47,25
S.31,B31,31,25
S.31,B31,0,0
S.31,B31,42,30
S.31,B31,30,30
S.31,B31,61,30
S.31,B31,59,30
S.31,B31,44,30
S.31,B31,30,30
S.31,B31,0,0
S.31,B31,0,0
S.31,B31,61,30
S.31,B31,91,30
S.31,B31,0,0
S.31,B31,0,0
S.31,B31,0,30
S.31,B31,94,30
S.31,B31,0,0
S.31,B31,94,30
S.31,B31,78,30
S.31,B31,0,0
S.31,B31,0,0
S.31,B31,0,30
S.31,B31,0,0
S.31,B31,0,0
S.31,B31,51,30
S.32,B32,64,25
S.32,B32,0,0
S.32,B32,73,25
S.32,B32,57,25
S.32,B32,66,25
S.32,B32,0,0
S.32,B32,44,25
S.32,B32,49,25
S.32,B32,0,0
S.32,B32,31,25
S.32,B32,42,25
S.32,B32,0,0
S.32,B32,0,0
S.32,B32,25,25
S.32,B32,42,25
S.32,B32,88,25
S.32,B32,75,25
S.32,B32,94,25
S.32,B32,0,0
S.32,B32,0,0
S.32,B32,83,25
S.32,B32,73,25
S.32,B32,0,25
S.32,B32,0,0
S.32,B32,0,0
S.32,B32,0,25
S.32,B32,0,0
S.32,B32,0,0
S.32,B32,94,25
S.32,B32,94,25
S.32,B32,42,25
S.32,B32,0,25
S.32,B32,64,25
S.32,B32,29,25
S.32,B32,25,25
S.32,B32,0,25
S.32,B32,37,25
S.32,B32,83,25
S.32,B32,47,25
S.32,B32,25,25
S.32,B32,46,25
S.32,B32,0,0
S.32,B32,55,25
S.32,B32,25,25
S.32,B32,0,0
S.32,B32,73,25
S.32,B32,0,0
S.32,B32,0,0
S.32,B32,64,25
S.32,B32,0,25
S.32,B32,39,25
S.32,B32,0,0
S.32,B32,57,25
S.32,B32,0,0
S.32,B32,73,25
S.32,B32,0,0
S.32,B32,37,25
S.32,B32,86,25
S.32,B32,25,25
S.32,B32,44,25
S.33,B33,42,26
S.33,B33,59,26
S.33,B33,0,0
S.33,B33,83,30
S.33,B33,37,26
S.33,B33,46,26
S.33,B33,26,26
S.33,B33,0,0
S.33,B33,41,26
S.33,B33,0,0
S.33,B33,36,26
S.33,B33,44,26
S.33,B33,61,26
S.33,B33,59,26
S.33,B33,26,26
S.33,B33,0,0
S.33,B33,46,26
S.33,B33,94,26
S.33,B33,57,26
S.33,B33,47,26
S.33,B33,42,26
S.33,B33,0,0
S.33,B33,0,26
S.33,B33,83,26
S.33,B33,26,26
S.33,B33,26,26
S.33,B33,66,26
S.33,B33,0,26
S.33,B33,34,26
S.33,B33,0,0
S.33,B33,44,26
S.33,B33,66,26
S.33,B33,66,26
S.33,B33,88,26
S.33,B33,94,26
S.33,B33,0,0
S.33,B33,66,26
S.33,B33,80,26
S.33,B33,59,26
S.33,B33,0,26
S.33,B33,26,26
S.33,B33,73,26
S.33,B33,39,26
S.33,B33,0,0
S.33,B33,73,26
S.33,B33,0,0
S.33,B33,80,26
S.33,B33,39,26
S.33,B33,26,26
S.33,B33,83,26
S.33,B33,83,26
S.33,B33,0,26
S.33,B33,0,26
S.33,B33,41,26
S.33,B33,83,26
S.33,B33,73,26
S.33,B33,26,26
S.33,B33,37,26
S.33,B33,83,26
S.33,B33,26,26
S.34,B34,0,0
S.34,B34,88,25
S.34,B34,0,0
S.34,B34,0,0
S.34,B34,0,0
S.34,B34,41,25
S.34,B34,0,0
S.34,B34,0,0
S.34,B34,94,25
S.34,B34,0,0
S.34,B34,57,25
S.34,B34,0,0
S.34,B34,64,25
S.34,B34,0,0
S.34,B34,0,0
S.34,B34,51,25
S.34,B34,0,0
S.34,B34,33,25
S.34,B34,64,25
S.34,B34,0,0
S.34,B34,0,0
S.34,B34,0,25
S.34,B34,64,25
S.34,B34,0,25
S.34,B34,73,25
S.34,B34,83,25
S.34,B34,0,0
S.34,B34,36,25
S.34,B34,57,25
S.34,B34,47,25
S.34,B34,66,25
S.34,B34,0,0
S.34,B34,0,25
S.34,B34,88,25
S.34,B34,46,25
S.34,B34,0,0
S.34,B34,36,25
S.34,B34,39,25
S.34,B34,0,0
S.34,B34,80,25
S.34,B34,0,0
S.34,B34,51,25
S.34,B34,44,25
S.34,B34,0,0
S.34,B34,83,25
S.34,B34,53,25
S.34,B34,0,0
S.34,B34,25,25
S.34,B34,66,25
S.34,B34,78,25
S.34,B34,0,0
S.34,B34,31,25
S.34,B34,55,25
S.34,B34,55,25
S.34,B34,64,25
S.34,B34,0,0
S.34,B34,0,0
S.34,B34,66,25
S.34,B34,0,0
S.34,B34,66,25
S.35,B35,30,25
S.35,B35,70,25
S.35,B35,25,25
S.35,B35,25,25
S.35,B35,0,25
S.35,B35,83,25
S.35,B35,70,25
S.35,B35,0,25
S.35,B35,0,0
S.35,B35,44,25
S.35,B35,0,0
S.35,B35,57,25
S.35,B35,0,0
S.35,B35,36,25
S.35,B35,0,25
S.35,B35,29,25
S.35,B35,25,25
S.35,B35,39,25
S.35,B35,0,0
S.35,B35,25,25
S.35,B35,0,0
S.35,B35,0,0
S.35,B35,42,25
S.35,B35,0,25
S.35,B35,0,0
S.35,B35,39,25
S.35,B35,57,25
S.35,B35,0,25
S.35,B35,0,0
S.35,B35,31,25
S.35,B35,30,25
S.35,B35,0,25
S.35,B35,0,0
S.35,B35,88,25
S.35,B35,59,25
S.35,B35,25,25
S.35,B35,70,25
S.35,B35,0,25
S.35,B35,51,25
S.35,B35,0,0
S.35,B35,83,25
S.35,B35,25,25
S.35,B35,83,25
S.35,B35,25,25
S.35,B35,78,25
S.35,B35,46,25
S.35,B35,0,25
S.35,B35,0,0
S.35,B35,25,25
S.35,B35,0,0
S.35,B35,33,25
S.35,B35,0,0
S.35,B35,68,25
S.35,B35,25,25
S.35,B35,0,0
S.35,B35,42,25
S.35,B35,94,25
S.35,B35,25,25
S.35,B35,55,25
S.35,B35,0,25
S.36,B36,44,25
S.36,B36,41,25
S.36,B36,91,25
S.36,B36,29,25
S.36,B36,31,25
S.36,B36,0,0
S.36,B36,88,25
S.36,B36,25,25
S.36,B36,44,25
S.36,B36,29,25
S.36,B36,42,25
S.36,B36,73,25
S.36,B36,25,25
S.36,B36,78,25
S.36,B36,73,25
S.36,B36,0,25
S.36,B36,51,25
S.36,B36,0,0
S.36,B36,49,25
S.36,B36,25,25
S.36,B36,51,25
S.36,B36,0,0
S.36,B36,25,25
S.36,B36,57,25
S.36,B36,64,25
S.36,B36,25,25
S.36,B36,0,25
S.36,B36,64,25
S.36,B36,0,0
S.36,B36,0,0
S.36,B36,25,25
S.36,B36,0,0
S.36,B36,66,25
S.36,B36,39,25
S.36,B36,42,25
S.36,B36,42,25
S.36,B36,29,25
S.36,B36,73,25
S.36,B36,75,25
S.36,B36,59,25
S.36,B36,0,0
S.36,B36,51,25
S.36,B36,57,25
S.36,B36,66,25
S.36,B36,0,0
S.36,B36,55,25
S.36,B36,0,0
S.36,B36,0,0
S.36,B36,25,25
S.36,B36,0,0
S.36,B36,0,0
S.36,B36,46,25
S.36,B36,0,25
S.36,B36,25,25
S.36,B36,91,25
S.36,B36,66,25
S.36,B36,0,0
S.36,B36,0,0
S.36,B36,57,25
S.36,B36,41,25
S.37,B37,0,0
S.37,B37,25,25
S.37,B37,0,25
S.37,B37,0,0
S.37,B37,25,25
S.37,B37,25,25
S.37,B37,0,0
S.37,B37,0,25
S.37,B37,94,25
S.37,B37,0,0
S.37,B37,59,25
S.37,B37,25,25
S.37,B37,64,25
S.37,B37,0,0
S.37,B37,49,25
S.37,B37,0,0
S.37,B37,0,0
S.37,B37,83,25
S.37,B37,29,25
S.37,B37,70,25
S.37,B37,0,0
S.37,B37,0,0
S.37,B37,83,25
S.37,B37,47,25
S.37,B37,0,0
S.37,B37,64,25
S.37,B37,25,25
S.37,B37,70,25
S.37,B37,0,0
S.37,B37,0,0
S.37,B37,36,25
S.37,B37,42,25
S.37,B37,0,0
S.37,B37,42,25
S.37,B37,0,0
S.37,B37,94,25
S.37,B37,59,25
S.37,B37,49,25
S.37,B37,0,0
S.37,B37,53,25
S.37,B37,55,25
S.37,B37,49,25
S.37,B37,94,25
S.37,B37,0,0
S.37,B37,75,25
S.37,B37,55,25
S.37,B37,53,25
S.37,B37,25,25
S.37,B37,0,0
S.37,B37,25,25
S.37,B37,75,25
S.37,B37,36,25
S.37,B37,25,25
S.37,B37,0,25
S.37,B37,42,25
S.37,B37,0,0
S.37,B37,94,25
S.37,B37,0,0
S.37,B37,41,25
S.37,B37,31,25
S.38,B38,80,20
S.38,B38,73,20
S.38,B38,0,0
S.38,B38,42,20
S.38,B38,0,0
S.38,B38,0,0
S.38,B38,0,0
S.38,B38,0,0
S.38,B38,83,20
S.38,B38,20,20
S.38,B38,0,0
S.38,B38,70,20
S.38,B38,47,20
S.38,B38,0,0
S.38,B38,44,20
S.38,B38,70,20
S.38,B38,44,20
S.38,B38,20,20
S.38,B38,49,20
S.38,B38,0,0
S.38,B38,30,30
S.38,B38,0,0
S.38,B38,57,20
S.38,B38,0,0
S.38,B38,26,20
S.38,B38,31,20
S.38,B38,53,20
S.38,B38,83,20
S.38,B38,0,0
S.38,B38,97,20
S.38,B38,0,0
S.38,B38,70,20
S.38,B38,44,20
S.38,B38,49,20
S.38,B38,39,20
S.38,B38,0,0
S.38,B38,0,0
S.38,B38,41,20
S.38,B38,55,20
S.38,B38,0,0
S.38,B38,31,20
S.38,B38,0,0
S.38,B38,44,20
S.38,B38,31,20
S.38,B38,61,20
S.38,B38,0,0
S.38,B38,0,0
S.38,B38,44,20
S.38,B38,73,20
S.38,B38,0,0
S.38,B38,22,20
S.38,B38,0,0
S.38,B38,51,20
S.38,B38,0,0
S.38,B38,44,20
S.38,B38,83,20
S.38,B38,0,0
S.38,B38,22,20
S.38,B38,0,0
S.38,B38,0,0
S.39,B39,73,25
S.39,B39,37,25
S.39,B39,25,25
S.39,B39,0,0
S.39,B39,0,25
S.39,B39,83,25
S.39,B39,0,0
S.39,B39,37,25
S.39,B39,64,25
S.39,B39,0,0
S.39,B39,41,25
S.39,B39,75,25
S.39,B39,27,25
S.39,B39,42,25
S.39,B39,94,25
S.39,B39,0,0
S.39,B39,42,25
S.39,B39,0,25
S.39,B39,27,25
S.39,B39,80,25
S.39,B39,25,25
S.39,B39,0,0
S.39,B39,0,25
S.39,B39,44,25
S.39,B39,0,25
S.39,B39,57,25
S.39,B39,46,25
S.39,B39,25,25
S.39,B39,25,25
S.39,B39,0,0
S.39,B39,66,25
S.39,B39,83,25
S.39,B39,66,25
S.39,B39,0,0
S.39,B39,29,25
S.39,B39,83,25
S.39,B39,75,25
S.39,B39,44,25
S.39,B39,0,0
S.39,B39,25,25
S.39,B39,83,25
S.39,B39,0,0
S.39,B39,44,25
S.39,B39,0,0
S.39,B39,0,0
S.39,B39,0,0
S.39,B39,73,25
S.39,B39,0,0
S.39,B39,29,25
S.39,B39,94,25
S.39,B39,0,0
S.39,B39,36,25
S.39,B39,64,25
S.39,B39,34,25
S.39,B39,0,0
S.39,B39,0,25
S.39,B39,0,0
S.39,B39,64,25
S.39,B39,0,25
S.39,B39,0,0
S.40,B40,51,25
S.40,B40,25,25
S.40,B40,0,0
S.40,B40,0,0
S.40,B40,36,25
S.40,B40,0,0
S.40,B40,94,25
S.40,B40,49,25
S.40,B40,25,25
S.40,B40,66,25
S.40,B40,25,25
S.40,B40,57,25
S.40,B40,68,25
S.40,B40,70,25
S.40,B40,57,25
S.40,B40,0,0
S.40,B40,0,25
S.40,B40,42,25
S.40,B40,0,0
S.40,B40,25,25
S.40,B40,25,25
S.40,B40,0,0
S.40,B40,0,0
S.40,B40,86,25
S.40,B40,0,0
S.40,B40,0,0
S.40,B40,39,25
S.40,B40,80,25
S.40,B40,25,25
S.40,B40,39,25
S.40,B40,25,25
S.40,B40,0,0
S.40,B40,25,25
S.40,B40,41,25
S.40,B40,0,0
S.40,B40,0,0
S.40,B40,0,0
S.40,B40,0,0
S.40,B40,25,25
S.40,B40,25,25
S.40,B40,66,25
S.40,B40,57,25
S.40,B40,88,25
S.40,B40,25,25
S.40,B40,66,25
S.40,B40,0,0
S.40,B40,49,25
S.40,B40,0,0
S.40,B40,0,0
S.40,B40,61,25
S.40,B40,57,25
S.40,B40,0,0
S.40,B40,42,25
S.40,B40,0,0
S.40,B40,57,25
S.40,B40,42,25
S.40,B40,44,25
S.40,B40,0,0
S.40,B40,0,0
S.40,B40,25,25
